src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.10.12,192.168.10.3,34932,389,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,6,2017-07-06 17:30:53,10998763.0,4192.2896238422445,13.36513933430514,8.182738367941923,5.182400966363217,90,57,21222,24888,1359.0,66.0,235.8,230.76188786038497,3135.0,66.0,436.63157894736844,473.35975827815787,3135,66,313.6734693877551,359.25190910291036,129061.93419408577,1800,1140,20,52,75333.99315068492,4589887.0,1.0,448762.4530500976,10998763.0,4589887.0,1.0,123581.60674157304,569565.7633367194,10958615.0,4590186.0,2.0,195689.55357142858,710023.475268296,0,0,0,0,1,0,0,0,0,0,0,0.6333333333333333,313.6734693877551,29200,2077,0.0,0.0,0.0,0.0,3255250.0,1334637.0,2294943.5,960306.5,744.0,4.0,956.0,4.0,7591836.734693877,9656565.656565657,235.8,436.63157894736844,0,90,57,21222,24888
192.168.10.12,192.168.10.3,54430,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,178.0,2067415.7303370787,22471.91011235955,11235.955056179775,11235.955056179775,2,2,152,216,76.0,76.0,76.0,0.0,108.0,108.0,108.0,0.0,108,76,92.0,16.0,256.0,16,16,8,2,59.333333333333336,171.0,3.0,78.96131260870027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,92.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,108.0,0,2,2,152,216
192.168.10.12,192.168.10.3,62586,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,236.0,1805084.7457627119,16949.15254237288,8474.57627118644,8474.57627118644,2,2,152,274,76.0,76.0,76.0,0.0,137.0,137.0,137.0,0.0,137,76,106.5,30.5,930.25,16,16,8,2,78.66666666666667,186.0,1.0,78.38508928503062,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,106.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,137.0,0,2,2,152,274
192.168.10.12,192.168.10.3,16248,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,175.0,2342857.1428571427,22857.14285714286,11428.57142857143,11428.57142857143,2,2,130,280,65.0,65.0,65.0,0.0,140.0,140.0,140.0,0.0,140,65,102.5,37.5,1406.25,16,16,8,2,58.333333333333336,168.0,3.0,77.54711829304526,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,102.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,140.0,0,2,2,130,280
192.168.10.12,192.168.10.3,54698,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,174.0,2551724.1379310344,22988.505747126437,11494.252873563219,11494.252873563219,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,58.0,168.0,3.0,77.78174593052023,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.12,192.168.10.3,19932,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,134.0,3313432.8358208956,29850.746268656716,14925.373134328358,14925.373134328358,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,44.666666666666664,128.0,2.0,58.931221681625516,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.12,192.168.10.3,44511,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,175.0,1874285.7142857143,22857.14285714286,11428.57142857143,11428.57142857143,2,2,148,180,74.0,74.0,74.0,0.0,90.0,90.0,90.0,0.0,90,74,82.0,8.0,64.0,16,16,8,2,58.333333333333336,168.0,3.0,77.54711829304526,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0,2,2,148,180
192.168.10.12,192.168.10.3,7224,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,233.0,1673819.7424892704,17167.38197424893,8583.690987124464,8583.690987124464,2,2,148,242,74.0,74.0,74.0,0.0,121.0,121.0,121.0,0.0,121,74,97.5,23.5,552.25,16,16,8,2,77.66666666666667,183.0,1.0,77.01659272881108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,97.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,121.0,0,2,2,148,242
192.168.10.12,192.168.10.3,39807,88,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,508.0,1720472.4409448819,7874.0157480314965,3937.0078740157483,3937.0078740157483,2,2,432,442,216.0,216.0,216.0,0.0,221.0,221.0,221.0,0.0,221,216,218.5,2.5,6.25,16,16,8,2,169.33333333333334,503.0,2.0,235.93831585583737,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,218.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,221.0,0,2,2,432,442
192.168.10.12,192.168.10.3,39534,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,158.0,3126582.2784810127,25316.455696202534,12658.227848101267,12658.227848101267,2,2,186,308,93.0,93.0,93.0,0.0,154.0,154.0,154.0,0.0,154,93,123.5,30.5,930.25,16,16,8,2,52.666666666666664,151.0,3.0,69.53336529241835,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,123.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,154.0,0,2,2,186,308
192.168.10.12,192.168.10.3,56910,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,227.0,1955947.1365638766,17621.14537444934,8810.57268722467,8810.57268722467,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,75.66666666666667,221.0,3.0,102.76618553244491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.12,192.168.10.3,52284,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,172.0,2581395.3488372094,23255.81395348837,11627.906976744185,11627.906976744185,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,57.333333333333336,121.0,3.0,48.62326832106437,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.12,192.168.10.3,11843,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,201.0,1631840.7960199004,19900.49751243781,9950.248756218905,9950.248756218905,2,2,148,180,74.0,74.0,74.0,0.0,90.0,90.0,90.0,0.0,90,74,82.0,8.0,64.0,16,16,8,2,67.0,196.0,2.0,91.21768834314246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0,2,2,148,180
192.168.10.12,192.168.10.3,15954,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,205.0,1902439.024390244,19512.19512195122,9756.09756097561,9756.09756097561,2,2,148,242,74.0,74.0,74.0,0.0,121.0,121.0,121.0,0.0,121,74,97.5,23.5,552.25,16,16,8,2,68.33333333333333,163.0,5.0,68.20231341791535,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,97.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,121.0,0,2,2,148,242
192.168.10.12,192.168.10.3,47658,88,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,852.0,4089201.8779342724,4694.835680751174,2347.417840375587,2347.417840375587,2,2,580,2904,290.0,290.0,290.0,0.0,1452.0,1452.0,1452.0,0.0,1452,290,871.0,581.0,337561.0,16,16,8,2,284.0,800.0,4.0,365.30900162282705,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,871.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,1452.0,0,2,2,580,2904
192.168.10.12,192.168.10.3,54402,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,303.0,1630363.0363036303,13201.320132013201,6600.660066006601,6600.660066006601,2,2,186,308,93.0,93.0,93.0,0.0,154.0,154.0,154.0,0.0,154,93,123.5,30.5,930.25,16,16,8,2,101.0,184.0,3.0,74.65029582437478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,123.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,154.0,0,2,2,186,308
192.168.10.12,192.168.10.3,59392,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,160.0,2775000.0,24999.999999999996,12499.999999999998,12499.999999999998,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,53.333333333333336,153.0,3.0,70.47615830115096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.12,192.168.10.3,30202,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,201.0,2208955.223880597,19900.49751243781,9950.248756218905,9950.248756218905,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,67.0,105.0,48.0,26.870057685088806,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.12,192.168.10.3,41646,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,168.0,1952380.9523809524,23809.52380952381,11904.761904761905,11904.761904761905,2,2,148,180,74.0,74.0,74.0,0.0,90.0,90.0,90.0,0.0,90,74,82.0,8.0,64.0,16,16,8,2,56.0,162.0,3.0,74.95331880577403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0,2,2,148,180
192.168.10.12,192.168.10.3,35944,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,179.0,2178770.9497206705,22346.3687150838,11173.1843575419,11173.1843575419,2,2,148,242,74.0,74.0,74.0,0.0,121.0,121.0,121.0,0.0,121,74,97.5,23.5,552.25,16,16,8,2,59.666666666666664,178.0,0.0,83.67529835952517,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,97.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,121.0,0,2,2,148,242
192.168.10.12,192.168.10.3,40453,88,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,969.0,3808049.535603715,4127.96697626419,2063.983488132095,2063.983488132095,2,2,3028,662,1514.0,1514.0,1514.0,0.0,331.0,331.0,331.0,0.0,1514,331,922.5,591.5,349872.25,16,16,8,2,323.0,924.0,4.0,425.23954033775675,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,922.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.0,331.0,0,2,2,3028,662
192.168.10.12,192.168.10.3,40648,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,165.0,2993939.393939394,24242.424242424244,12121.212121212122,12121.212121212122,2,2,186,308,93.0,93.0,93.0,0.0,154.0,154.0,154.0,0.0,154,93,123.5,30.5,930.25,16,16,8,2,55.0,114.0,3.0,45.58508528016593,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,123.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,154.0,0,2,2,186,308
192.168.10.12,192.168.10.3,30473,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,166.0,2674698.795180723,24096.385542168675,12048.192771084337,12048.192771084337,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,55.333333333333336,115.0,3.0,46.0169051062276,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.12,192.168.10.3,41834,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,160.0,2049999.9999999998,24999.999999999996,12499.999999999998,12499.999999999998,2,2,148,180,74.0,74.0,74.0,0.0,90.0,90.0,90.0,0.0,90,74,82.0,8.0,64.0,16,16,8,2,53.333333333333336,153.0,3.0,70.47615830115096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0,2,2,148,180
192.168.10.12,192.168.10.3,57274,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,171.0,2280701.754385965,23391.812865497075,11695.906432748538,11695.906432748538,2,2,148,242,74.0,74.0,74.0,0.0,121.0,121.0,121.0,0.0,121,74,97.5,23.5,552.25,16,16,8,2,57.0,168.0,1.0,78.48991442641957,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,97.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,121.0,0,2,2,148,242
192.168.10.12,192.168.10.3,44256,88,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,6,2017-07-06 17:30:53,1192.0,6340604.026845638,16778.523489932886,8389.261744966443,8389.261744966443,10,10,3786,3772,1621.0,66.0,378.6,621.207726931982,1620.0,60.0,377.2,621.4159315627496,1621,60,377.9,621.3122322954861,386028.89,200,200,20,2,62.73684210526316,775.0,0.0,169.19961493836462,1115.0,857.0,0.0,123.88888888888889,260.18473968592406,1153.0,775.0,1.0,128.11111111111111,230.8763230459327,0,0,0,0,1,0,0,0,0,0,0,1.0,377.9,29200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120.0,4.0,0.0,18352941.17647059,378.6,377.2,0,10,10,3786,3772
192.168.10.12,192.168.10.3,36878,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,108.0,4574074.074074075,37037.03703703704,18518.51851851852,18518.51851851852,2,2,186,308,93.0,93.0,93.0,0.0,154.0,154.0,154.0,0.0,154,93,123.5,30.5,930.25,16,16,8,2,36.0,106.0,1.0,49.49747468305833,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,123.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,154.0,0,2,2,186,308
192.168.10.12,192.168.10.3,40514,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,171.0,1614035.0877192982,23391.812865497075,11695.906432748538,11695.906432748538,2,2,138,138,69.0,69.0,69.0,0.0,69.0,69.0,69.0,0.0,69,69,69.0,0.0,0.0,16,16,8,2,57.0,120.0,4.0,47.88179890800539,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,69.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0,2,2,138,138
192.168.10.50,192.168.10.3,2500,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,205.0,2087804.8780487806,19512.19512195122,9756.09756097561,9756.09756097561,2,2,164,264,82.0,82.0,82.0,0.0,132.0,132.0,132.0,0.0,132,82,107.0,25.0,625.0,16,16,8,2,68.33333333333333,109.0,48.0,28.75567576825293,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,107.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,132.0,0,2,2,164,264
192.168.10.50,192.168.10.3,46786,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,154.0,2129870.1298701297,25974.025974025975,12987.012987012988,12987.012987012988,2,2,148,180,74.0,74.0,74.0,0.0,90.0,90.0,90.0,0.0,90,74,82.0,8.0,64.0,16,16,8,2,51.333333333333336,102.0,4.0,40.07770230717103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0,2,2,148,180
192.168.10.50,192.168.10.3,33908,389,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,6,2017-07-06 17:30:53,515.0,3568932.038834951,38834.95145631068,23300.970873786406,15533.980582524271,12,8,980,858,145.0,66.0,81.66666666666667,28.522895287041877,229.0,60.0,107.25,70.46763441467296,229,60,91.9,51.29805064522433,2631.4900000000002,240,160,20,4,27.105263157894736,65.0,1.0,22.045156376573743,443.0,96.0,1.0,40.27272727272727,32.67774029433188,490.0,179.0,1.0,70.0,61.337473980314144,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,91.9,29200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.66666666666667,107.25,0,12,8,980,858
192.168.10.50,192.168.10.3,53371,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,181.0,3049723.7569060773,22099.447513812152,11049.723756906076,11049.723756906076,2,2,226,326,113.0,113.0,113.0,0.0,163.0,163.0,163.0,0.0,163,113,138.0,25.0,625.0,16,16,8,2,60.333333333333336,130.0,3.0,52.57587110283787,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,138.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,163.0,0,2,2,226,326
192.168.10.50,192.168.10.3,47850,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,150.0,2853333.3333333335,26666.666666666668,13333.333333333334,13333.333333333334,2,2,164,264,82.0,82.0,82.0,0.0,132.0,132.0,132.0,0.0,132,82,107.0,25.0,625.0,16,16,8,2,50.0,142.0,4.0,65.05382386916237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,107.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,132.0,0,2,2,164,264
192.168.10.12,192.168.10.3,20195,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,160.0,2675000.0,24999.999999999996,12499.999999999998,12499.999999999998,2,2,164,264,82.0,82.0,82.0,0.0,132.0,132.0,132.0,0.0,132,82,107.0,25.0,625.0,16,16,8,2,53.333333333333336,153.0,3.0,70.47615830115096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,107.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,132.0,0,2,2,164,264
192.168.10.12,192.168.10.3,34936,389,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,6,2017-07-06 17:30:53,1086.0,1692449.355432781,18416.20626151013,11049.723756906078,7366.482504604052,12,8,980,858,145.0,66.0,81.66666666666667,28.522895287041877,229.0,60.0,107.25,70.46763441467296,229,60,91.9,51.29805064522433,2631.4900000000002,240,160,20,4,57.1578947368421,661.0,1.0,143.59345504726173,1054.0,661.0,1.0,95.81818181818181,180.79964711440735,1049.0,798.0,1.0,149.85714285714286,269.0520016499352,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,91.9,29200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.66666666666667,107.25,0,12,8,980,858
192.168.10.12,192.168.10.3,37920,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,174.0,3126436.7816091953,22988.505747126437,11494.252873563219,11494.252873563219,2,2,222,322,111.0,111.0,111.0,0.0,161.0,161.0,161.0,0.0,161,111,136.0,25.0,625.0,16,16,8,2,58.0,123.0,3.0,49.49747468305833,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,136.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,161.0,0,2,2,222,322
192.168.10.12,192.168.10.3,33053,53,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,2017-07-06 17:30:53,172.0,2441860.465116279,23255.81395348837,11627.906976744185,11627.906976744185,2,2,160,260,80.0,80.0,80.0,0.0,130.0,130.0,130.0,0.0,130,80,105.0,25.0,625.0,16,16,8,2,57.333333333333336,120.0,4.0,47.81445620544295,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,105.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,130.0,0,2,2,160,260
192.168.10.12,192.168.10.3,34828,3268,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,6,2017-07-06 17:30:53,10379564.0,2366.958766283439,7.03305071388355,4.431785381351278,2.601265332532272,46,27,12766,11802,1359.0,66.0,277.5217391304348,295.09377574583294,3135.0,74.0,437.1111111111111,669.3587497018837,3135,66,336.54794520547944,475.94353415216943,226522.24770125726,920,540,20,24,144160.61111111112,4589800.0,1.0,636440.739498047,10379564.0,4589800.0,1.0,230656.97777777776,792553.3215787929,10379499.0,4590077.0,1.0,399211.5,1011734.5997021935,0,0,0,0,1,0,0,0,0,0,0,0.5869565217391305,336.54794520547944,29200,2081,0.0,0.0,0.0,0.0,3066399.0,1523401.0,2294900.0,771499.0,0.0,0.0,0.0,0.0,0.0,0.0,277.5217391304348,437.1111111111111,0,46,27,12766,11802
